ShiftKey,LineId,Segment,Cluster,Count,Hours,HaltedHours,StoppedHours
hu3|2026-06-14|night,hu3,pneumatic,Valve on Web,2,0.03,0.0,0.03
hu3|2026-06-14|night,hu3,manual,Manual,10,1.02,0.04,0.98
hu3|2026-06-14|night,hu3,unattributed,Other,7,0.63,0.4,0.23
hu3|2026-06-15|day,hu3,web,End of Reel,12,1.21,0.0,1.21
hu3|2026-06-15|day,hu3,web,Splice,5,0.09,0.0,0.09
hu3|2026-06-15|day,hu3,web,Web Torn,1,0.05,0.0,0.05
hu3|2026-06-15|day,hu3,sealing,Knife,1,0.04,0.0,0.04
hu3|2026-06-15|day,hu3,sealing,Sealing Head,5,1.25,0.0,1.25
hu3|2026-06-15|day,hu3,sealing,Printer,2,0.13,0.0,0.13
hu3|2026-06-15|day,hu3,handling,Gripper,4,0.06,0.0,0.06
hu3|2026-06-15|day,hu3,handling,Fork,12,0.19,0.0,0.19
hu3|2026-06-15|day,hu3,pneumatic,Valve on Web,2,0.03,0.0,0.03
hu3|2026-06-15|day,hu3,pneumatic,Air Pressure,2,0.25,0.08,0.17
hu3|2026-06-15|day,hu3,manual,Manual,2,0.09,0.0,0.09
hu3|2026-06-15|day,hu3,unattributed,Other,11,0.64,0.09,0.56
hu3|2026-06-15|night,hu3,web,Web Torn,4,0.2,0.0,0.2
hu3|2026-06-15|night,hu3,web,End of Reel,10,0.89,0.06,0.83
hu3|2026-06-15|night,hu3,web,Splice,4,0.06,0.0,0.06
hu3|2026-06-15|night,hu3,handling,Gripper,9,0.24,0.0,0.24
hu3|2026-06-15|night,hu3,handling,Fork,8,0.27,0.0,0.27
hu3|2026-06-15|night,hu3,handling,Piston,1,0.01,0.0,0.01
hu3|2026-06-15|night,hu3,handling,Cylinder,2,0.14,0.0,0.14
hu3|2026-06-15|night,hu3,pneumatic,Other,2,0.02,0.0,0.02
hu3|2026-06-15|night,hu3,pneumatic,Valve on Web,3,0.07,0.0,0.07
hu3|2026-06-15|night,hu3,pneumatic,Air Pressure,2,0.15,0.15,0.0
hu3|2026-06-15|night,hu3,pneumatic,Cooling,1,0.01,0.0,0.01
hu3|2026-06-15|night,hu3,manual,Manual,8,0.67,0.0,0.67
hu3|2026-06-15|night,hu3,unattributed,Other,22,1.49,0.08,1.41
hu3|2026-06-16|day,hu3,web,End of Reel,9,0.78,0.0,0.78
hu3|2026-06-16|day,hu3,web,Web Torn,3,0.11,0.0,0.11
hu3|2026-06-16|day,hu3,web,Splice,4,0.05,0.0,0.05
hu3|2026-06-16|day,hu3,sealing,Sealing Head,1,0.01,0.0,0.01
hu3|2026-06-16|day,hu3,handling,Piston,3,0.03,0.0,0.03
hu3|2026-06-16|day,hu3,handling,Fork,14,0.11,0.0,0.11
hu3|2026-06-16|day,hu3,handling,Gripper,26,0.31,0.0,0.31
hu3|2026-06-16|day,hu3,handling,Cylinder,5,0.25,0.0,0.25
hu3|2026-06-16|day,hu3,pneumatic,Air Pressure,5,1.35,1.33,0.02
hu3|2026-06-16|day,hu3,pneumatic,Valve on Web,14,0.15,0.0,0.15
hu3|2026-06-16|day,hu3,pneumatic,Other,2,0.04,0.0,0.04
hu3|2026-06-16|day,hu3,pneumatic,Cooling,4,0.04,0.0,0.04
hu3|2026-06-16|day,hu3,manual,Manual,3,0.38,0.0,0.38
hu3|2026-06-16|day,hu3,unattributed,Other,28,0.58,0.0,0.58
hu3|2026-06-16|night,hu3,web,Splice,5,0.11,0.0,0.11
hu3|2026-06-16|night,hu3,web,End of Reel,4,0.35,0.0,0.35
hu3|2026-06-16|night,hu3,web,Web Torn,3,0.27,0.0,0.27
hu3|2026-06-16|night,hu3,sealing,Sealing Head,2,0.05,0.0,0.05
hu3|2026-06-16|night,hu3,sealing,Printer,1,0.05,0.0,0.05
hu3|2026-06-16|night,hu3,handling,Fork,9,0.29,0.0,0.29
hu3|2026-06-16|night,hu3,handling,Gripper,17,0.44,0.0,0.44
hu3|2026-06-16|night,hu3,pneumatic,Valve on Web,22,0.42,0.0,0.42
hu3|2026-06-16|night,hu3,pneumatic,Air Pressure,2,0.28,0.12,0.16
hu3|2026-06-16|night,hu3,pneumatic,Cooling,5,0.07,0.0,0.07
hu3|2026-06-16|night,hu3,pneumatic,Other,1,0.09,0.0,0.09
hu3|2026-06-16|night,hu3,manual,Manual,6,0.88,0.0,0.88
hu3|2026-06-16|night,hu3,unattributed,Other,11,0.89,0.01,0.87
hu3|2026-06-17|day,hu3,web,End of Reel,1,0.1,0.0,0.1
hu3|2026-06-17|day,hu3,web,Splice,3,0.21,0.0,0.21
hu3|2026-06-17|day,hu3,web,Web Torn,1,0.02,0.0,0.02
hu3|2026-06-17|day,hu3,sealing,Printer,1,0.06,0.0,0.06
hu3|2026-06-17|day,hu3,sealing,Sealing Head,1,0.04,0.0,0.04
hu3|2026-06-17|day,hu3,handling,Gripper,5,0.1,0.0,0.1
hu3|2026-06-17|day,hu3,pneumatic,Valve on Web,20,0.37,0.08,0.29
hu3|2026-06-17|day,hu3,pneumatic,Air Pressure,4,0.49,0.49,0.0
hu3|2026-06-17|day,hu3,manual,Manual,8,2.13,0.43,1.69
hu3|2026-06-17|day,hu3,unattributed,Other,20,3.47,0.06,3.41
hu3|2026-06-17|night,hu3,web,Web Torn,2,0.03,0.0,0.03
hu3|2026-06-17|night,hu3,web,End of Reel,9,0.67,0.0,0.67
hu3|2026-06-17|night,hu3,web,Splice,5,0.08,0.0,0.08
hu3|2026-06-17|night,hu3,sealing,Sealing Head,4,0.83,0.0,0.83
hu3|2026-06-17|night,hu3,sealing,Knife,1,0.12,0.0,0.12
hu3|2026-06-17|night,hu3,handling,Gripper,15,0.51,0.0,0.51
hu3|2026-06-17|night,hu3,handling,Piston,3,0.4,0.0,0.4
hu3|2026-06-17|night,hu3,handling,Fork,1,0.01,0.0,0.01
hu3|2026-06-17|night,hu3,handling,Cylinder,1,0.81,0.0,0.81
hu3|2026-06-17|night,hu3,pneumatic,Valve on Web,21,0.28,0.0,0.28
hu3|2026-06-17|night,hu3,pneumatic,Air Pressure,4,0.15,0.06,0.09
hu3|2026-06-17|night,hu3,pneumatic,Cooling,2,0.04,0.0,0.04
hu3|2026-06-17|night,hu3,manual,Manual,4,0.39,0.0,0.39
hu3|2026-06-17|night,hu3,unattributed,Other,30,1.03,0.39,0.64
hu3|2026-06-18|day,hu3,web,Splice,4,0.19,0.0,0.19
hu3|2026-06-18|day,hu3,web,Web Torn,6,0.19,0.0,0.19
hu3|2026-06-18|day,hu3,web,End of Reel,1,1.78,0.0,1.78
hu3|2026-06-18|day,hu3,sealing,Sealing Head,5,0.18,0.0,0.18
hu3|2026-06-18|day,hu3,handling,Gripper,4,0.09,0.0,0.09
hu3|2026-06-18|day,hu3,handling,Piston,4,0.04,0.0,0.04
hu3|2026-06-18|day,hu3,pneumatic,Valve on Web,13,0.33,0.0,0.33
hu3|2026-06-18|day,hu3,pneumatic,Other,1,0.03,0.0,0.03
hu3|2026-06-18|day,hu3,pneumatic,Air Pressure,3,0.11,0.08,0.04
hu3|2026-06-18|day,hu3,manual,Manual,21,2.43,0.0,2.43
hu3|2026-06-18|day,hu3,unattributed,Other,24,2.47,0.02,2.45
hu3|2026-06-18|night,hu3,web,End of Reel,9,0.73,0.01,0.72
hu3|2026-06-18|night,hu3,web,Web Torn,1,0.08,0.0,0.08
hu3|2026-06-18|night,hu3,web,Splice,2,0.11,0.0,0.11
hu3|2026-06-18|night,hu3,sealing,Sealing Head,1,0.03,0.0,0.03
hu3|2026-06-18|night,hu3,sealing,Printer,1,0.08,0.0,0.08
hu3|2026-06-18|night,hu3,handling,Gripper,5,0.12,0.0,0.12
hu3|2026-06-18|night,hu3,handling,Cylinder,1,0.06,0.0,0.06
hu3|2026-06-18|night,hu3,pneumatic,Valve on Web,5,0.19,0.0,0.19
hu3|2026-06-18|night,hu3,pneumatic,Cooling,5,0.05,0.0,0.05
hu3|2026-06-18|night,hu3,pneumatic,Air Pressure,2,0.23,0.23,0.0
hu3|2026-06-18|night,hu3,manual,Manual,10,0.79,0.0,0.79
hu3|2026-06-18|night,hu3,unattributed,Other,14,0.98,0.46,0.51
hu3|2026-06-19|day,hu3,web,End of Reel,5,0.68,0.0,0.68
hu3|2026-06-19|day,hu3,web,Web Torn,2,0.05,0.0,0.05
hu3|2026-06-19|day,hu3,web,Splice,2,0.06,0.0,0.06
hu3|2026-06-19|day,hu3,sealing,Sealing Head,2,0.45,0.0,0.45
hu3|2026-06-19|day,hu3,handling,Cylinder,2,0.37,0.0,0.37
hu3|2026-06-19|day,hu3,handling,Gripper,4,0.21,0.0,0.21
hu3|2026-06-19|day,hu3,handling,Piston,1,0.01,0.0,0.01
hu3|2026-06-19|day,hu3,pneumatic,Valve on Web,2,0.02,0.0,0.02
hu3|2026-06-19|day,hu3,pneumatic,Air Pressure,3,0.09,0.09,0.0
hu3|2026-06-19|day,hu3,manual,Manual,8,4.82,0.0,4.82
hu3|2026-06-19|day,hu3,unattributed,Other,16,1.27,0.81,0.46
hu3|2026-06-19|night,hu3,web,End of Reel,11,0.91,0.03,0.88
hu3|2026-06-19|night,hu3,web,Web Torn,2,0.13,0.0,0.13
hu3|2026-06-19|night,hu3,web,Splice,3,0.04,0.0,0.04
hu3|2026-06-19|night,hu3,sealing,Printer,1,0.13,0.0,0.13
hu3|2026-06-19|night,hu3,sealing,Sealing Head,2,0.07,0.0,0.07
hu3|2026-06-19|night,hu3,handling,Cylinder,1,0.13,0.0,0.13
hu3|2026-06-19|night,hu3,handling,Gripper,20,0.51,0.0,0.51
hu3|2026-06-19|night,hu3,pneumatic,Cooling,3,0.06,0.0,0.06
hu3|2026-06-19|night,hu3,pneumatic,Valve on Web,2,0.04,0.0,0.04
hu3|2026-06-19|night,hu3,manual,Manual,10,0.36,0.08,0.29
hu3|2026-06-19|night,hu3,unattributed,Other,27,1.04,0.05,0.98
hu3|2026-07-08|day,hu3,web,Splice,7,0.11,0.0,0.11
hu3|2026-07-08|day,hu3,web,End of Reel,5,0.75,0.0,0.75
hu3|2026-07-08|day,hu3,web,Web Torn,2,0.21,0.0,0.21
hu3|2026-07-08|day,hu3,sealing,Sealing Head,2,0.05,0.0,0.05
hu3|2026-07-08|day,hu3,sealing,Printer,1,0.08,0.0,0.08
hu3|2026-07-08|day,hu3,handling,Fork,6,0.18,0.0,0.18
hu3|2026-07-08|day,hu3,handling,Gripper,12,0.24,0.0,0.24
hu3|2026-07-08|day,hu3,pneumatic,Air Pressure,1,0.02,0.0,0.02
hu3|2026-07-08|day,hu3,pneumatic,Valve on Web,2,0.03,0.0,0.03
hu3|2026-07-08|day,hu3,pneumatic,Cooling,3,0.04,0.0,0.04
hu3|2026-07-08|day,hu3,manual,Manual,5,3.23,0.0,3.23
hu3|2026-07-08|day,hu3,unattributed,Other,21,0.96,0.15,0.82
hu3|2026-07-08|night,hu3,web,End of Reel,6,0.68,0.0,0.68
hu3|2026-07-08|night,hu3,web,Splice,2,0.08,0.0,0.08
hu3|2026-07-08|night,hu3,web,Web Torn,2,0.02,0.0,0.02
hu3|2026-07-08|night,hu3,sealing,Sealing Head,2,0.04,0.0,0.04
hu3|2026-07-08|night,hu3,handling,Fork,2,0.11,0.0,0.11
hu3|2026-07-08|night,hu3,handling,Gripper,9,0.22,0.0,0.22
hu3|2026-07-08|night,hu3,handling,Cylinder,1,0.05,0.0,0.05
hu3|2026-07-08|night,hu3,handling,Other,1,0.69,0.0,0.69
hu3|2026-07-08|night,hu3,pneumatic,Air Pressure,5,0.12,0.07,0.05
hu3|2026-07-08|night,hu3,pneumatic,Cooling,2,0.03,0.0,0.03
hu3|2026-07-08|night,hu3,pneumatic,Other,1,0.02,0.0,0.02
hu3|2026-07-08|night,hu3,manual,Manual,8,1.09,0.0,1.09
hu3|2026-07-08|night,hu3,unattributed,Other,26,2.69,0.03,2.66
hu3|2026-07-09|day,hu3,web,Splice,6,0.36,0.0,0.36
hu3|2026-07-09|day,hu3,web,End of Reel,5,0.36,0.0,0.36
hu3|2026-07-09|day,hu3,web,Web Torn,1,0.01,0.0,0.01
hu3|2026-07-09|day,hu3,sealing,Knife,2,0.08,0.0,0.08
hu3|2026-07-09|day,hu3,handling,Gripper,9,0.29,0.0,0.29
hu3|2026-07-09|day,hu3,handling,Fork,18,0.61,0.0,0.61
hu3|2026-07-09|day,hu3,handling,Other,1,0.05,0.0,0.05
hu3|2026-07-09|day,hu3,pneumatic,Air Pressure,2,0.04,0.01,0.03
hu3|2026-07-09|day,hu3,pneumatic,Valve on Web,1,0.01,0.0,0.01
hu3|2026-07-09|day,hu3,manual,Manual,3,0.39,0.0,0.39
hu3|2026-07-09|day,hu3,unattributed,Other,37,2.24,0.41,1.83
hu3|2026-07-09|night,hu3,web,Splice,6,0.71,0.0,0.71
hu3|2026-07-09|night,hu3,web,End of Reel,6,0.44,0.0,0.44
hu3|2026-07-09|night,hu3,web,Web Torn,4,0.17,0.0,0.17
hu3|2026-07-09|night,hu3,sealing,Sealing Head,1,0.01,0.0,0.01
hu3|2026-07-09|night,hu3,sealing,Printer,1,0.07,0.0,0.07
hu3|2026-07-09|night,hu3,handling,Gripper,26,0.52,0.0,0.52
hu3|2026-07-09|night,hu3,handling,Fork,16,0.42,0.0,0.42
hu3|2026-07-09|night,hu3,handling,Cylinder,1,0.06,0.0,0.06
hu3|2026-07-09|night,hu3,pneumatic,Cooling,2,0.01,0.0,0.01
hu3|2026-07-09|night,hu3,pneumatic,Valve on Web,2,0.03,0.0,0.03
hu3|2026-07-09|night,hu3,pneumatic,Air Pressure,3,0.15,0.15,0.0
hu3|2026-07-09|night,hu3,manual,Manual,5,0.73,0.0,0.73
hu3|2026-07-09|night,hu3,unattributed,Other,28,1.19,0.0,1.19
hu3|2026-07-10|day,hu3,web,End of Reel,7,0.59,0.0,0.59
hu3|2026-07-10|day,hu3,web,Web Torn,5,0.24,0.0,0.24
hu3|2026-07-10|day,hu3,web,Splice,4,0.08,0.0,0.08
hu3|2026-07-10|day,hu3,sealing,Sealing Head,3,0.36,0.31,0.05
hu3|2026-07-10|day,hu3,sealing,Printer,1,0.07,0.0,0.07
hu3|2026-07-10|day,hu3,sealing,Knife,1,0.03,0.0,0.03
hu3|2026-07-10|day,hu3,handling,Gripper,29,0.42,0.0,0.42
hu3|2026-07-10|day,hu3,handling,Fork,2,0.01,0.0,0.01
hu3|2026-07-10|day,hu3,handling,Cylinder,1,0.06,0.0,0.06
hu3|2026-07-10|day,hu3,handling,Piston,1,0.23,0.0,0.23
hu3|2026-07-10|day,hu3,pneumatic,Air Pressure,4,1.01,0.7,0.3
hu3|2026-07-10|day,hu3,pneumatic,Valve on Web,9,0.19,0.0,0.19
hu3|2026-07-10|day,hu3,manual,Manual,7,0.17,0.0,0.17
hu3|2026-07-10|day,hu3,unattributed,Other,25,0.71,0.02,0.69
hu3|2026-07-10|night,hu3,web,Splice,6,0.62,0.0,0.62
hu3|2026-07-10|night,hu3,web,End of Reel,4,0.84,0.0,0.84
hu3|2026-07-10|night,hu3,web,Web Torn,2,0.25,0.0,0.25
hu3|2026-07-10|night,hu3,sealing,Sealing Head,2,0.03,0.02,0.01
hu3|2026-07-10|night,hu3,handling,Gripper,15,0.52,0.0,0.52
hu3|2026-07-10|night,hu3,handling,Fork,2,0.08,0.0,0.08
hu3|2026-07-10|night,hu3,pneumatic,Valve on Web,4,0.35,0.0,0.35
hu3|2026-07-10|night,hu3,pneumatic,Air Pressure,1,0.38,0.38,0.0
hu3|2026-07-10|night,hu3,manual,Manual,6,0.57,0.0,0.57
hu3|2026-07-10|night,hu3,unattributed,Other,22,1.46,0.01,1.46
hu3|2026-07-11|day,hu3,web,End of Reel,12,1.28,0.03,1.25
hu3|2026-07-11|day,hu3,web,Splice,7,0.17,0.0,0.17
hu3|2026-07-11|day,hu3,web,Web Torn,1,0.03,0.0,0.03
hu3|2026-07-11|day,hu3,sealing,Sealing Head,1,0.03,0.0,0.03
hu3|2026-07-11|day,hu3,sealing,Printer,1,0.03,0.0,0.03
hu3|2026-07-11|day,hu3,handling,Fork,10,0.25,0.0,0.25
hu3|2026-07-11|day,hu3,handling,Gripper,11,0.27,0.0,0.27
hu3|2026-07-11|day,hu3,handling,Cylinder,1,0.03,0.0,0.03
hu3|2026-07-11|day,hu3,pneumatic,Valve on Web,5,0.29,0.0,0.29
hu3|2026-07-11|day,hu3,pneumatic,Cooling,1,0.07,0.0,0.07
hu3|2026-07-11|day,hu3,manual,Manual,3,0.13,0.0,0.13
hu3|2026-07-11|day,hu3,unattributed,Other,24,0.71,0.18,0.53
hu3|2026-07-11|night,hu3,web,End of Reel,6,0.65,0.0,0.65
hu3|2026-07-11|night,hu3,web,Splice,13,0.28,0.0,0.28
hu3|2026-07-11|night,hu3,web,Web Torn,4,0.09,0.0,0.09
hu3|2026-07-11|night,hu3,sealing,Sealing Head,2,0.17,0.0,0.17
hu3|2026-07-11|night,hu3,sealing,Knife,2,0.05,0.0,0.05
hu3|2026-07-11|night,hu3,handling,Gripper,19,0.49,0.0,0.49
hu3|2026-07-11|night,hu3,handling,Fork,2,0.02,0.0,0.02
hu3|2026-07-11|night,hu3,pneumatic,Valve on Web,8,0.07,0.0,0.07
hu3|2026-07-11|night,hu3,pneumatic,Other,1,0.39,0.0,0.39
hu3|2026-07-11|night,hu3,pneumatic,Cooling,2,0.02,0.0,0.02
hu3|2026-07-11|night,hu3,manual,Manual,7,0.35,0.02,0.33
hu3|2026-07-11|night,hu3,unattributed,Other,34,1.38,0.31,1.06
hu3|2026-07-12|day,hu3,web,End of Reel,10,0.91,0.0,0.91
hu3|2026-07-12|day,hu3,web,Splice,3,0.12,0.0,0.12
hu3|2026-07-12|day,hu3,web,Web Torn,2,0.08,0.0,0.08
hu3|2026-07-12|day,hu3,sealing,Sealing Head,3,0.19,0.0,0.19
hu3|2026-07-12|day,hu3,handling,Gripper,24,0.57,0.0,0.57
hu3|2026-07-12|day,hu3,handling,Piston,3,0.04,0.0,0.04
hu3|2026-07-12|day,hu3,handling,Cylinder,1,0.08,0.0,0.08
hu3|2026-07-12|day,hu3,handling,Fork,4,0.07,0.0,0.07
hu3|2026-07-12|day,hu3,pneumatic,Valve on Web,38,0.68,0.0,0.68
hu3|2026-07-12|day,hu3,pneumatic,Other,1,0.02,0.0,0.02
hu3|2026-07-12|day,hu3,pneumatic,Air Pressure,1,0.33,0.33,0.0
hu3|2026-07-12|day,hu3,manual,Manual,7,0.32,0.0,0.32
hu3|2026-07-12|day,hu3,unattributed,Other,40,1.22,0.21,1.01
hu3|2026-07-12|night,hu3,web,End of Reel,11,1.19,0.0,1.19
hu3|2026-07-12|night,hu3,web,Splice,12,0.19,0.0,0.19
hu3|2026-07-12|night,hu3,handling,Gripper,24,0.47,0.0,0.47
hu3|2026-07-12|night,hu3,handling,Fork,8,0.05,0.0,0.05
hu3|2026-07-12|night,hu3,handling,Cylinder,1,0.14,0.0,0.14
hu3|2026-07-12|night,hu3,pneumatic,Valve on Web,4,0.04,0.0,0.04
hu3|2026-07-12|night,hu3,pneumatic,Air Pressure,8,0.29,0.26,0.03
hu3|2026-07-12|night,hu3,pneumatic,Other,1,0.03,0.0,0.03
hu3|2026-07-12|night,hu3,pneumatic,Cooling,1,0.01,0.0,0.01
hu3|2026-07-12|night,hu3,manual,Manual,4,0.52,0.0,0.52
hu3|2026-07-12|night,hu3,unattributed,Other,23,0.61,0.07,0.55
hu3|2026-07-13|day,hu3,web,Splice,4,0.26,0.0,0.26
hu3|2026-07-13|day,hu3,web,End of Reel,1,0.13,0.0,0.13
hu3|2026-07-13|day,hu3,sealing,Sealing Head,5,0.45,0.0,0.45
hu3|2026-07-13|day,hu3,sealing,Printer,1,0.11,0.0,0.11
hu3|2026-07-13|day,hu3,sealing,Knife,3,0.08,0.0,0.08
hu3|2026-07-13|day,hu3,handling,Gripper,23,1.25,0.0,1.25
hu3|2026-07-13|day,hu3,handling,Fork,7,0.58,0.0,0.58
hu3|2026-07-13|day,hu3,pneumatic,Air Pressure,2,0.06,0.06,0.0
hu3|2026-07-13|day,hu3,pneumatic,Valve on Web,4,0.04,0.0,0.04
hu3|2026-07-13|day,hu3,manual,Manual,8,1.16,0.0,1.16
hu3|2026-07-13|day,hu3,unattributed,Other,26,3.71,0.52,3.19
hu3|2026-07-13|night,hu3,web,End of Reel,6,1.31,0.0,1.31
hu3|2026-07-13|night,hu3,web,Web Torn,3,0.22,0.0,0.22
hu3|2026-07-13|night,hu3,web,Splice,7,0.12,0.0,0.12
hu3|2026-07-13|night,hu3,sealing,Sealing Head,5,0.35,0.03,0.32
hu3|2026-07-13|night,hu3,sealing,Knife,3,0.09,0.0,0.09
hu3|2026-07-13|night,hu3,handling,Gripper,19,0.54,0.0,0.54
hu3|2026-07-13|night,hu3,handling,Fork,23,0.75,0.0,0.75
hu3|2026-07-13|night,hu3,handling,Cylinder,1,0.01,0.0,0.01
hu3|2026-07-13|night,hu3,pneumatic,Valve on Web,2,0.02,0.0,0.02
hu3|2026-07-13|night,hu3,pneumatic,Air Pressure,2,1.13,1.13,0.0
hu3|2026-07-13|night,hu3,manual,Manual,8,0.19,0.0,0.19
hu3|2026-07-13|night,hu3,unattributed,Other,39,1.18,0.34,0.83
hu3|2026-07-14|day,hu3,web,Web Torn,1,0.09,0.0,0.09
hu3|2026-07-14|day,hu3,web,End of Reel,3,0.38,0.0,0.38
hu3|2026-07-14|day,hu3,web,Other,2,1.49,0.0,1.49
hu3|2026-07-14|day,hu3,sealing,Other,1,0.31,0.31,0.0
hu3|2026-07-14|day,hu3,handling,Fork,11,0.36,0.0,0.36
hu3|2026-07-14|day,hu3,handling,Gripper,14,0.92,0.0,0.92
hu3|2026-07-14|day,hu3,pneumatic,Air Pressure,2,1.89,1.45,0.44
hu3|2026-07-14|day,hu3,pneumatic,Cooling,1,0.16,0.0,0.16
hu3|2026-07-14|day,hu3,manual,Manual,7,2.84,0.99,1.85
hu3|2026-07-14|day,hu3,unattributed,Other,9,0.52,0.34,0.18
hu3|2026-07-14|night,hu3,web,Web Torn,1,0.07,0.0,0.07
hu3|2026-07-14|night,hu3,web,Splice,2,0.18,0.0,0.18
hu3|2026-07-14|night,hu3,web,End of Reel,1,0.03,0.03,0.0
hu3|2026-07-14|night,hu3,sealing,Knife,14,1.2,0.0,1.2
hu3|2026-07-14|night,hu3,sealing,Printer,1,0.39,0.0,0.39
hu3|2026-07-14|night,hu3,handling,Gripper,2,0.05,0.0,0.05
hu3|2026-07-14|night,hu3,handling,Fork,3,0.29,0.0,0.29
hu3|2026-07-14|night,hu3,pneumatic,Air Pressure,1,0.03,0.03,0.0
hu3|2026-07-14|night,hu3,pneumatic,Valve on Web,1,0.03,0.0,0.03
hu3|2026-07-14|night,hu3,manual,Manual,3,6.29,0.0,6.29
hu3|2026-07-14|night,hu3,unattributed,Other,17,1.94,0.17,1.77
ngp2|2026-05-29|day,ngp2,hydration,PMK / Media,2,0.12,0.09,0.02
ngp2|2026-05-29|day,ngp2,hydration,Catheter Reject,3,0.68,0.65,0.03
ngp2|2026-05-29|day,ngp2,hydration,Gripper,3,0.09,0.09,0.0
ngp2|2026-05-29|day,ngp2,hydration,Limit Switch,22,1.03,0.98,0.05
ngp2|2026-05-29|day,ngp2,hydration,Cap,5,0.17,0.17,0.0
ngp2|2026-05-29|day,ngp2,hydration,Timing,4,0.67,0.55,0.12
ngp2|2026-05-29|day,ngp2,hydration,Other,5,0.25,0.25,0.0
ngp2|2026-05-29|day,ngp2,foil,Detection Fault,17,0.62,0.15,0.46
ngp2|2026-05-29|day,ngp2,foil,Sealing Lane,15,0.39,0.0,0.39
ngp2|2026-05-29|day,ngp2,foil,Printer,4,1.27,1.18,0.1
ngp2|2026-05-29|day,ngp2,foil,Other,4,0.46,0.44,0.02
ngp2|2026-05-29|day,ngp2,foil,Labeler,1,0.12,0.12,0.0
ngp2|2026-05-29|day,ngp2,foil,Positioning,1,0.02,0.0,0.02
ngp2|2026-05-29|day,ngp2,schubert,Line Stop / Wait,9,0.65,0.0,0.65
ngp2|2026-05-29|day,ngp2,manual,Manual,2,0.37,0.35,0.02
